label,label_id
EC:-.-.-,0
EC:2.1.1,1
EC:1.1.1,2
EC:2.3.1,3
EC:2.7.1,4
EC:6.1.1,5
EC:2.7.7,6
EC:2.4.1,7
EC:4.2.1,8
EC:2.5.1,9
EC:3.2.1,10
EC:4.1.1,11
EC:3.5.1,12
EC:3.4.21,13
EC:3.1.3,14
EC:2.4.2,15
EC:3.6.1,16
EC:3.1.1,17
EC:2.7.11,18
EC:1.2.1,19
EC:3.6.4,20
EC:6.3.2,21
EC:4.2.3,22
EC:5.3.1,23
EC:1.3.1,24
EC:1.14.14,25
EC:2.3.2,26
EC:2.7.4,27
EC:2.6.1,28
EC:3.4.24,29
EC:6.3.4,30
EC:5.4.99,31
EC:6.2.1,32
EC:2.7.8,33
EC:2.8.1,34
EC:3.1.26,35
EC:1.14.13,36
EC:3.5.4,37
EC:1.13.11,38
EC:3.4.22,39
EC:7.1.1,40
EC:2.1.2,41
EC:2.7.2,42
EC:5.2.1,43
EC:6.3.5,44
EC:1.14.19,45
EC:1.14.11,46
EC:2.1.3,47
EC:1.11.1,48
EC:5.1.1,49
EC:5.1.3,50
EC:3.4.23,51
EC:5.4.2,52
EC:4.1.2,53
EC:1.5.1,54
EC:2.2.1,55
EC:3.2.2,56
EC:3.1.4,57
EC:4.3.2,58
EC:4.6.1,59
EC:7.1.2,60
EC:3.5.2,61
EC:6.5.1,62
EC:3.4.11,63
EC:2.8.2,64
EC:4.1.99,65
EC:7.4.2,66
EC:2.4.99,67
EC:4.4.1,68
EC:7.6.2,69
EC:1.14.99,70
EC:4.3.1,71
EC:1.14.15,72
EC:2.3.3,73
EC:3.4.19,74
EC:7.2.2,75
EC:2.8.4,76
EC:3.5.3,77
EC:4.2.2,78
EC:1.4.3,79
EC:4.1.3,80
EC:5.3.3,81
EC:1.4.1,82
EC:6.3.1,83
EC:5.5.1,84
EC:7.3.2,85
EC:3.1.11,86
EC:3.4.17,87
EC:1.7.1,88
EC:1.1.99,89
EC:1.3.99,90
EC:3.6.5,91
EC:5.4.3,92
EC:2.8.3,93
EC:3.7.1,94
EC:1.8.1,95
EC:1.17.7,96
EC:6.3.3,97
EC:1.1.3,98
EC:3.1.2,99
EC:4.3.3,100
EC:4.99.1,101
EC:1.3.8,102
EC:1.14.12,103
EC:3.1.21,104
EC:1.17.1,105
EC:1.8.4,106
EC:2.7.10,107
EC:1.1.5,108
EC:3.4.25,109
EC:1.3.5,110
EC:1.3.7,111
EC:2.7.13,112
EC:3.1.22,113
EC:5.6.2,114
EC:7.5.2,115
EC:1.15.1,116
EC:1.10.3,117
EC:3.1.6,118
EC:3.4.14,119
EC:1.18.1,120
EC:3.3.2,121
EC:3.4.13,122
EC:6.4.1,123
EC:3.5.99,124
EC:3.13.1,125
EC:1.3.3,126
EC:1.7.2,127
EC:1.4.4,128
EC:1.14.18,129
EC:3.4.16,130
EC:1.8.5,131
EC:7.2.1,132
EC:1.2.7,133
EC:1.5.3,134
EC:1.6.5,135
EC:1.2.3,136
EC:1.21.4,137
EC:5.3.99,138
EC:1.97.1,139
EC:2.7.6,140
EC:1.17.4,141
EC:1.1.2,142
EC:1.13.12,143
EC:2.7.9,144
EC:1.8.3,145
EC:1.2.4,146
EC:5.1.99,147
EC:1.8.98,148
EC:2.6.99,149
EC:1.2.99,150
EC:2.7.3,151
EC:3.1.13,152
EC:1.12.1,153
EC:5.6.1,154
EC:1.6.2,155
EC:1.21.98,156
EC:1.16.3,157
EC:1.3.98,158
EC:3.3.1,159
EC:3.4.15,160
EC:1.14.20,161
EC:1.14.16,162
EC:1.8.2,163
EC:1.18.6,164
EC:1.11.2,165
EC:1.14.17,166
EC:3.5.5,167
EC:2.9.1,168
EC:1.2.5,169
EC:1.5.8,170
EC:3.8.1,171
EC:4.2.99,172
EC:2.7.12,173
EC:7.2.4,174
EC:1.1.98,175
EC:3.11.1,176
EC:1.7.7,177
EC:5.3.2,178
EC:3.9.1,179
EC:6.6.1,180
EC:5.3.4,181
EC:1.12.98,182
EC:1.16.1,183
EC:1.17.99,184
EC:1.5.99,185
EC:1.8.99,186
EC:3.1.30,187
EC:1.7.3,188
EC:1.4.99,189
EC:1.17.2,190
EC:1.8.7,191
EC:1.6.99,192
EC:1.5.98,193
EC:2.1.4,194
EC:1.6.3,195
EC:1.7.99,196
EC:1.20.4,197
EC:3.6.3,198
EC:4.3.99,199
EC:3.4.18,200
EC:1.12.99,201
EC:1.23.5,202
EC:1.9.6,203
EC:1.21.99,204
EC:5.1.2,205
EC:1.1.7,206
EC:1.5.5,207
EC:6.1.3,208
EC:1.1.9,209
EC:1.10.5,210
EC:1.12.5,211
EC:1.17.8,212
EC:1.20.9,213
EC:1.21.1,214
EC:1.21.3,215
EC:1.3.2,216
EC:1.6.1,217
EC:2.7.14,218
EC:3.1.12,219
EC:3.1.31,220
EC:3.1.8,221
EC:5.4.1,222
EC:5.99.1,223
EC:1.4.5,224
EC:3.6.2,225
EC:1.12.2,226
EC:1.4.9,227
EC:1.3.4,228
EC:5.4.4,229
EC:6.1.2,230
EC:7.1.3,231
EC:4.7.1,232
EC:1.12.7,233
EC:3.1.7,234
EC:1.17.5,235
EC:3.1.5,236
EC:1.23.1,237
EC:1.5.4,238
EC:3.10.1,239
EC:1.17.3,240
EC:1.17.9,241
EC:1.7.5,242
EC:4.5.1,243
EC:2.10.1,244
EC:1.13.99,245
EC:1.4.7,246
EC:1.17.98,247
EC:2.8.5,248
EC:3.1.16,249
EC:1.2.98,250
